handle,gender,tweet,category,topic,date,lat,long,location,state
Allevallergies,male,#NewYearsResolution help http://t.co/F3yO6Je6EG,Philanthropic,Donate more to charity,12/31/2014,39.3995008,-84.5613355,"Hamilton, OH, USA",Ohio
DoctorViv,female,"Keep moving to get healthy! 
#NewYearsResolution #WomensHealth
 http://t.co/pYfVYhAR9v",Health & Fitness,Improve my body,12/31/2014,41.0814447,-81.5190053,"Akron, OH, USA",Ohio
sharbsicle,female,I can think of 19376316819 people whose #newyearsresolution should be to humble themselves on social media. 🙌 #canigetaamen,Humor,Other,12/31/2014,39.9611755,-82.9987942,"Columbus, OH, USA",Ohio
dani_lanning,female,"RT @cavinla: [And now let us believe in a long year that is given to us, new, untouched, full of things that have never been.]  #NewYearsRe…",Personal Growth,Watch less TV,12/31/2014,41.5575349,-89.4609276,"Ohio, IL 61349, USA",Ohio
CVillagra99,male,"Quick #KenMasters doodle.  Can't wait for 2015, hoping to do some big things!#NewYearsResolution #grinding #art http://t.co/qEinbxz5Q1",Career,Start a new business,12/31/2014,41.49932,-81.6943605,"Cleveland, OH, USA",Ohio
lovekat_d,female,"#NewYearsResolution 
I only speak the truth 🙌 http://t.co/PTQB1035mI",Personal Growth,Be more positive,12/31/2014,39.9611755,-82.9987942,"Columbus, OH, USA",Ohio
CoreyLambrecht,male,#NewYearsResolution  : read the #BiOY http://t.co/JF0NEJad6M,Recreation & Leisure,Spend more time on my hobby,12/31/2014,35.2225668,-97.4394777,"Norman, OK, USA",Oklahoma
McGannMan11,male,"In 2014, I made a New Years resolution to get to 200 pounds. I wanted to work on my body and gain, I… http://t.co/vojMACCevc",Health & Fitness,Lose weight,1/1/2015,36.1156071,-97.0583681,"Stillwater, OK, USA",Oklahoma
PhilBacharach,male,I'm finally gonna write that fan fiction on Los Del Rio and capitalize on that Macarena craze. #NewYearsResolution,Personal Growth,Focus on my self,12/31/2014,35.4675602,-97.5164276,"Oklahoma City, OK, USA",Oklahoma
GoldDustCowgirl,female,"#NewYearsResolution less stress, smile more, ride like there is no tomorrow and never give up.",Personal Growth,Be more positive,12/31/2014,35.4675602,-97.5164276,"Oklahoma City, OK, USA",Oklahoma
thegeekzoneshow,male,"my #NewYearsResolution , finish my new book in time for the next holiday season, and get back in shape for a better author photo.",Health & Fitness,Eat healthier,12/31/2014,34.774531,-96.6783449,"Ada, OK, USA",Oklahoma
Luv2WritePoetry,female,RT @BDMYC: My #NewYearsResolution is to grow and continue to make you guys smile. ☺️💕,Personal Growth,Other,12/30/2014,35.4675602,-97.5164276,"Oklahoma City, OK, USA",Oklahoma
susan_beth,female,.@zorm Yes. Because if I ate them all myself that would go against #newyearsresolution number 5: Don't gain 100 lbs.,Health & Fitness,Lose weight,12/31/2014,35.2225668,-97.4394777,"Norman, OK, USA",Oklahoma
todd_nett,male,#NewYearsResolution is to somehow get an invite to co-host @TheFive someday! #FoxNews2015 Call me!,Humor,Humor about Family/Friends/Relationships Resolutions,12/31/2014,35.4675602,-97.5164276,"Oklahoma City, OK, USA",Oklahoma
smmanuel97,female,I WILL get hair like this in 2015. You watch me. #NewYearsResolution http://t.co/ypltHQIWmo,Health & Fitness,Improve my body,12/31/2014,34.0187169,-95.266344,"Fort Towson, OK, USA",Oklahoma
akashp6072,male,Next year I will spend my New Years Eve in DUBAI #ForSure #20ThingsIWantFor2015 #NewYearsResolution,Personal Growth,Respect Others,12/31/2014,35.4675602,-97.5164276,"Oklahoma City, OK, USA",Oklahoma
AlalatheKatyCat,female,@pewdiepie my #newyearsresolution is to become more perfect,Personal Growth,Be more positive,12/31/2014,36.1539816,-95.992775,"Tulsa, OK, USA",Oklahoma
abradley15,female,#NewYearsResolution: make it to @ThePinkPistolOK and treat myself to a root beer float.,Recreation & Leisure,Take a trip,12/31/2014,35.6038323,-97.3516558,"Oklahoma County, OK, USA",Oklahoma
MrP_tchr,male,RT @delta_dc: My #NewYearsResolution is to stop making #NewYearsResolution. The calendar is cyclical. What makes 1/1 so special?,Humor,Humor about not Keeping Resolutions,12/31/2014,36.1156071,-97.0583681,"Stillwater, OK, USA",Oklahoma
TwiztedShotzTV,male,"My #NewYearsResolution is to start a vlog for the first time in 2015. Sub my channel to know when they post. 
📹🔊😎
http://t.co/vcdK3idI8F",Recreation & Leisure,Other,1/1/2015,35.6038323,-97.3516558,"Oklahoma County, OK, USA",Oklahoma
oklamediacritic,male,"""I plan to not get that fat."" - #NewYearsResolution",Health & Fitness,Improve my body,1/1/2015,36.1539816,-95.992775,"Tulsa, OK, USA",Oklahoma
RobynHouse19,female,"Happy New Year! Pray more, read God's Word daily, listen, obey, and show Christ's love to others.  #NewYearsResolution",Personal Growth,Be more positive,1/1/2015,35.384226,-97.7244867,"Mustang, OK, USA",Oklahoma
traedh97,male,#NewYearsResolution stay healthy for sports and to become a better man.,Health & Fitness,Lose weight,12/31/2014,35.91537,-94.969956,"Tahlequah, OK 74464, USA",Oklahoma
Travelletti_90,male,Howdy 2015! Guess I'll spend 2-3 weeks in the gym now. #NewYearsResolution,Health & Fitness,Go to the gym more,1/1/2015,36.1156071,-97.0583681,"Stillwater, OK, USA",Oklahoma
mallorytaylor30,female,RT @reaganjay: My New Years resolution is to eat more hot Cheetos,Health & Fitness,Improve my body,1/1/2015,33.9924186,-96.3971233,"Durant, OK, USA",Oklahoma
DesFairbanks,male,New Years resolution is to hit legs 2 times a week,Health & Fitness,Improve my body,1/1/2015,35.4675602,-97.5164276,"Oklahoma City, OK, USA",Oklahoma
patrickmhanscom,male,My New Years resolution is to be less self conscious about the way my hair looks.,Personal Growth,Be more positive,1/1/2015,35.6038323,-97.3516558,"Oklahoma County, OK, USA",Oklahoma
NickVela,male,"My New Years resolution was to no longer watch reality TV shows, BUT Im now currently watching my favorite reality show #NYResolutionsBroken",Personal Growth,Watch less TV,1/1/2015,36.1156071,-97.0583681,"Stillwater, OK, USA",Oklahoma
Adamfellow2,male,Okay. My New Years resolution? Get partnered on Twitch. That's attainable right? :),Humor,Humor about Family/Friends/Relationships Resolutions,1/1/2015,35.4675602,-97.5164276,"Oklahoma City, OK, USA",Oklahoma
_LaceyNicolee,female,RT @GingaNinjaa8: New Years Resolution: grow spiritually. (Hebrews 6:1),Personal Growth,Update my wardrobe,1/1/2015,35.1378441,-97.6580935,"Blanchard, OK, USA",Oklahoma
AshleyMilanow,female,New Years resolution: poke @EmDegz as many times as possible on Facebook,Family/Friends/Relationships,Be better at keeping in touch with loved ones or friends,1/2/2015,36.1539816,-95.992775,"Tulsa, OK, USA",Oklahoma
Luv2WritePoetry,female,"RT @Paulina_S_: My goal for next year is : ""Letting my awesome shine!!"" #NewYearsResolution #beawesome  #Before2014Ends #happiness",Personal Growth,Be more positive,12/27/2014,35.4675602,-97.5164276,"Oklahoma City, OK, USA",Oklahoma
LouisaSmith14,female,RT @BelleIsle_Rack: Just got a ton of new workout clothes in.. I'm glad because I will need some after the holidays! #NewYearsResolution ht…,Health & Fitness,Excersize More,12/22/2014,35.4675602,-97.5164276,"Oklahoma City, OK, USA",Oklahoma
k_trattner,female,RT @VanessaKEccles: Thankful that spring always comes after winter. #writerslife #NewYearsResolution http://t.co/3N4D9vZ8A8,Personal Growth,Be more positive,12/22/2014,35.6038323,-97.3516558,"Oklahoma County, OK, USA",Oklahoma
krod412,female,"""He must become greater and I must become less."" John 3:30
Praying this becomes evident in my life 
#NewYearsResolution #HisLifeNotMine",Personal Growth,Be more positive,12/24/2014,35.1256206,-118.0202348,"California City Blvd, California, USA",Oklahoma
ItsCharles,male,I hope to be alot better person to my friends next year #NewYearsResolution,Personal Growth,Respect Others,12/27/2014,35.4675602,-97.5164276,"Oklahoma City, OK, USA",Oklahoma
oklamediacritic,male,#newyearsresolution Blog more,Recreation & Leisure,Other,12/28/2014,36.1539816,-95.992775,"Tulsa, OK, USA",Oklahoma
sammyfloyd,male,Committing goals to paper and reviewing them regularly gives you a 95% higher chance of achieving your desired outcomes #NewYearsResolution,Time Management/Organization,Re-organize,12/28/2014,36.1539816,-95.992775,"Tulsa, OK, USA",Oklahoma
Awd3495,male,#NewYearsResolution run everyday.,Health & Fitness,Excersize More,12/29/2014,35.4675602,-97.5164276,"Oklahoma City, OK, USA",Oklahoma
mgnovelty,male,I think my #NewYearsResolution will be 2880 x 1800. #retina,Humor,Humor about New Years,12/29/2014,35.4675602,-97.5164276,"Oklahoma City, OK, USA",Oklahoma
chadryk5,male,#NewYearsResolution :  lose weight via adding integers; twinkies + diet coke = zero,Health & Fitness,Set up a home gym,12/29/2014,35.4119944,-99.4042592,"Elk City, OK, USA",Oklahoma
Jeffknack,male,My #NewYearsResolution is to finish a #ToughMudder2015 . What's yours?,Health & Fitness,Excersize More,12/29/2014,35.7478769,-95.3696909,"Muskogee, OK, USA",Oklahoma
OGdaedae2pointO,male,New Year's Resolution? To start a band and start writing new material. Unrealistic goal? Get noticed by a record label. #NewYearsResolution,Career,Get dream job,12/29/2014,35.4675602,-97.5164276,"Oklahoma City, OK, USA",Oklahoma
NatBennett87,female,My #NewYearsResolution for 2015 is to become blonde again without all my hair falling out. =),Personal Growth,Improve my appearance,12/31/2014,35.4675602,-97.5164276,"Oklahoma City, OK, USA",Oklahoma
rachelle_fritz,female,#NewYearsResolution Let go of the past.,Personal Growth,Watch less TV,1/1/2015,45.1081752,-122.8975952,"Gervais, OR, USA",Oregon
DianaEHarmon,female,Starting 2015 with #nocreditcarddebt #nodebtdiet lets keep it that way #2015WillBeTheYear #NewYearsResolution @WellsFargo @JeanChatzky,Finance,Pay off bill(s),1/1/2015,45.5230622,-122.6764816,"Portland, OR, USA",Oregon
TJE022,male,"New Years resolution 2: do things for me, not for you.",Personal Growth,Focus on my self,1/2/2015,45.5230622,-122.6764816,"Portland, OR, USA",Oregon
Eridax700,male,My #NewYearsResolution is to get in shape but I am tempted to just wait for the nanobot treatments to come to market  #gayproblems #future,Humor,Humor about Health and Fitness Resolutions,12/31/2014,45.5230622,-122.6764816,"Portland, OR, USA",Oregon
Dandridge9,male,RT @_Dear_Leader_: #NewYearsResolution - I will get a decent haircut.,Humor,Humor about Career Resolutions,12/31/2014,45.5230622,-122.6764816,"Portland, OR, USA",Oregon
colahoff,female,Taking time to take care for self is rewarding. Dying my hair with henna! No chemical dyes in 2015. #organic #hair #NewYearsResolution,Health & Fitness,Drink more water,12/31/2014,45.5230622,-122.6764816,"Portland, OR, USA",Oregon
superqguru,male,"Theme 2015 is about trusting justice, peace and love. Bonding with everything from all directions, all forces. #karma #NewYearsResolution",Personal Growth,Focus on my self,12/31/2014,45.5501165,-122.8770462,"Rock Creek, OR, USA",Oregon
shoutabyss,male,Try not to bitch about my 2014 Christmas bonus every single day. #NewYearsResolution,Humor,Humor about Finance Resolutions,12/31/2014,43.8041334,-120.5542012,"Oregon, USA",Oregon
darrylfast,male,I'm going to make the rest of my life the best of my life.  #NewYearsResolution,Personal Growth,Focus on My Future,12/31/2014,45.5230622,-122.6764816,"Portland, OR, USA",Oregon
YourFoil,female,"I've decided this is my last New Year single. In 2015, I'm going steady with my Moscato! 🍷 #NewYearsResolution http://t.co/4M65161X4S",Family/Friends/Relationships,Spend more time with significant other,12/30/2014,45.5230622,-122.6764816,"Portland, OR, USA",Oregon
MSDRigdon,female,My #NewYearsResolution will be dieting better SAVE SAVE SAVE MONEY get back into school #2015 #2015Goals,Health & Fitness,Drink more water,12/30/2014,43.8041334,-120.5542012,"Oregon, USA",Oregon
RobbyWells1,male,RT @JesusOfNaz316: Listen to more praise music. jk LOL #NewYearsResolution,Humor,Humor about Recreation and Leisure Resolutions,12/31/2014,45.5392862,-122.3873133,"Troutdale, OR, USA",Oregon
T_Raww_G,male,#NewYearsResolution: Travel more (out of state/country),Recreation & Leisure,Take a trip,12/31/2014,45.5230622,-122.6764816,"Portland, OR, USA",Oregon
KatiefulMD,female,I will dedicate more time to be creative in 2015 #NewYearsResolution,Personal Growth,Try new things,12/31/2014,43.8041334,-120.5542012,"Oregon, USA",Oregon
shoutabyss,male,"Big bucks, big bucks!! No whammies, no whammies!! #NewYearsResolution",Finance,Save money,12/31/2014,43.8041334,-120.5542012,"Oregon, USA",Oregon
KRAYZ5150,male,@The_Deeter You're a true inspiration to the kids! #NewYearsResolution is to be more like Mr. Deeter! #GoBeavs #GoBooze,Personal Growth,Try new things,12/31/2014,45.5897694,-122.5950942,"Portland International Airport, 7000 NE Airport Way, Portland, OR 97218, USA",Oregon
khristineCS,female,#newyearsresolution stop burning barbies,Humor,Humor about Career Resolutions,12/31/2014,45.5392862,-122.3873133,"Troutdale, OR, USA",Oregon
RachelShadoan,female,"RT @emilylhauser: Suggested #NewYearsResolution The First:

I will treat the fantastic machine that is my body with tenderness and respect.…",Personal Growth,Improve my appearance,12/31/2014,45.5230622,-122.6764816,"Portland, OR, USA",Oregon
MelloMellor,male,My 2015 #NewYearsResolution is whatever it was last year but this time I REALLY MEAN IT.,Personal Growth,Learn to let things go,12/31/2014,45.5230622,-122.6764816,"Portland, OR, USA",Oregon
rickparker21,male,"RT @MansonBriana: #NewYearsResolution 2015 ~ Be grateful, forgiving, humbled, #Empire successful, &amp; meet @adamlambert ♡ @samsmithworld http…",Personal Growth,Use more social media,12/31/2014,44.9192844,-123.3170472,"Dallas, OR 97338, USA",Oregon
culinarytravel,female,You can give the ultimate gift of life when you die: my sister is alive today with a new heart: #gift  #NewYearsResolution @DonateLifeToday,Health & Fitness,Improve my body,1/1/2015,43.8041334,-120.5542012,"Oregon, USA",Oregon
K_Kass82,male,My #NewYearsResolution Is To Start &amp; End This Yr W/ My Gurllll @lexxmoe By My Side,Family/Friends/Relationships,Find a Girlfriend,1/1/2015,45.0051213,-122.7831455,"Silverton, OR 97381, USA",Oregon
shoutabyss,male,My #NewYearsResolution was to write a haiku. My work here is done.,Humor,Humor about Personal Growth and Interests Resolutions,1/1/2015,41.6436603,-83.4868768,"Oregon, OH, USA",Oregon
DylanMickanen,male,"My #NewYearsResolution, to not die before #StarWarsTheForceAwakens is released.",Recreation & Leisure,Cook more,1/1/2015,45.4312294,-122.7714861,"Tigard, OR, USA",Oregon
superboyNguyen,male,"Happy New Years from the #WestCoast #Portland #Oregon #2015 #NewYearsResolution to Party more!
#EatSleepPartyRepeat",Recreation & Leisure,Spend more time outside,1/1/2015,45.5230622,-122.6764816,"Portland, OR, USA",Oregon
ChrisRoutly,male,My #NewYearsResolution to avoid carbs and sugar went flawlessly right up until we had cinnamon rolls for breakfast.,Health & Fitness,Eat healthier,1/1/2015,45.5230622,-122.6764816,"Portland, OR, USA",Oregon
dakota_gypsy,female,My #NewYearsResolution is to be rich enough to add guacamole.,Finance,Save money,1/1/2015,45.5230622,-122.6764816,"Portland, OR, USA",Oregon
thethermals,male,so far i've spent 2015 vacuuming and listening to the les mis soundtrack cuz my new years resolution is to turn into my mom,Humor,Humor about Family/Friends/Relationships Resolutions,1/1/2015,45.5230622,-122.6764816,"Portland, OR, USA",Oregon
lizz_joslen,female,My New Years resolution is to please not get so fucked up next New Years,Humor,Humor about New Years,1/1/2015,44.0520691,-123.0867536,"Eugene, OR, USA",Oregon
laceylais13,female,RT @PeeplesCarly: My only New Years resolution is to grow.,Personal Growth,Focus on my self,1/1/2015,45.2622655,-122.6921006,"Canby, OR 97013, USA",Oregon
SurajDaswani,male,RT @YungCheun: 2015 new years resolution: Find @taylorrching a boyfriend ^_^,Family/Friends/Relationships,Propose to my girlfriend / boyfriend,1/1/2015,45.5230622,-122.6764816,"Portland, OR, USA",Oregon
Daniel_Osipo,male,New Years resolution get more gainz,Personal Growth,Be More Fun,1/1/2015,44.0520691,-123.0867536,"Eugene, OR, USA",Oregon
RiKillah,female,RT @RitchieSanchezz: Why did I pick my New Years resolution to not eat fast food and drink soda. Especially the day after New Year's Eve,Health & Fitness,Eat Less Sugar,1/1/2015,45.8590111,-122.8158185,"St Helens, OR, USA",Oregon
